Hit,"Position (x, y) in cm",Timestamp (s)
1,"(181.61, 102.48)","(1.4428571428571428, 5)"
1,"(181.02, 101.83)","(2.757142857142857, 5)"
1,"(179.86, 108.44)","(7.328571428571428, 5)"
1,"(130.04, 96.82)","(7.385714285714285, 5)"
1,"(177.82, 103.72)","(10.9, 5)"
1,"(183.04, 101.65)","(13.157142857142857, 5)"
1,"(181.7, 104.56)","(14.571428571428571, 5)"
1,"(184.32, 105.71)","(15.8, 5)"
1,"(184.18, 104.79)","(24.37142857142857, 5)"
1,"(184.73, 104.64)","(25.514285714285712, 5)"
1,"(180.59, 105.12)","(30.88571428571429, 5)"
1,"(178.17, 105.99)","(32.25714285714285, 5)"
