Hit,"Position (x, y) in cm",Timestamp (s)
1,"(40.46, 21.7)","(12.028571428571428, 5)"
1,"(40.34, 20.64)","(19.357142857142858, 5)"
1,"(40.36, 20.44)","(30.32857142857143, 5)"
1,"(38.25, 21.61)","(36.44285714285714, 5)"
1,"(39.34, 21.39)","(42.05714285714286, 5)"
1,"(38.52, 21.78)","(49.55714285714286, 5)"
1,"(39.75, 22.17)","(56.285714285714285, 5)"
1,"(41.0, 22.19)","(61.74285714285714, 5)"
1,"(35.67, 21.46)","(71.82857142857142, 5)"
1,"(35.49, 21.58)","(77.6, 5)"
1,"(40.43, 21.62)","(83.44285714285714, 5)"
1,"(39.48, 21.63)","(88.91428571428571, 5)"
1,"(38.44, 21.68)","(96.55714285714284, 5)"
1,"(36.7, 21.52)","(101.61428571428571, 5)"
1,"(39.46, 21.28)","(109.47142857142858, 5)"
1,"(41.42, 21.23)","(114.7, 5)"
1,"(39.69, 21.39)","(120.0142857142857, 5)"
1,"(37.48, 21.82)","(127.15714285714286, 5)"
1,"(40.59, 21.5)","(132.14285714285714, 5)"
1,"(36.48, 21.99)","(137.0857142857143, 5)"
1,"(39.38, 21.29)","(144.75714285714284, 5)"
1,"(37.43, 21.69)","(149.7, 5)"
1,"(38.05, 21.91)","(155.78571428571428, 5)"
1,"(39.75, 21.31)","(160.79999999999998, 5)"
1,"(40.14, 20.34)","(168.37142857142857, 5)"
1,"(37.18, 21.61)","(173.14285714285714, 5)"
1,"(39.16, 21.72)","(178.21428571428572, 5)"
1,"(41.41, 21.64)","(185.12857142857143, 5)"
1,"(37.41, 22.05)","(190.0857142857143, 5)"
1,"(37.05, 21.64)","(196.15714285714284, 5)"
1,"(42.8, 21.43)","(201.95714285714288, 5)"
1,"(40.23, 22.17)","(206.44285714285715, 5)"
1,"(38.34, 21.91)","(210.88571428571427, 5)"
1,"(38.85, 21.1)","(216.44285714285715, 5)"
1,"(38.93, 21.73)","(221.32857142857145, 5)"
1,"(40.94, 21.38)","(226.22857142857143, 5)"
1,"(38.07, 21.96)","(230.38571428571427, 5)"
