epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,85.4433,3.60966,7.23834,1.45178,0.46894,0.39333,0.29751,0.08355,2.61279,3.97201,1.09051,0.00331579,0.00331579,0.00331579
2,171.968,2.84227,2.91994,1.1225,0.55934,0.51333,0.53147,0.11911,2.75916,2.27755,1.14133,0.00664254,0.00664254,0.00664254
3,251.077,2.8165,2.26186,1.13555,0.49351,0.70667,0.46314,0.12627,2.74644,1.53504,1.13639,0.00996269,0.00996269,0.00996269
4,328.355,2.80453,1.95179,1.13601,0.21388,0.4988,0.18299,0.04949,3.04596,1.91615,1.17284,0.0099703,0.0099703,0.0099703
5,405.64,2.74632,1.81204,1.12318,0.56236,0.71103,0.58288,0.16416,2.5217,1.47492,1.0849,0.0099604,0.0099604,0.0099604
6,482.968,2.64336,1.68427,1.10417,0.48304,0.66,0.50202,0.14066,2.50424,1.46331,1.07552,0.0099505,0.0099505,0.0099505
7,560.509,2.59809,1.57674,1.08704,0.67222,0.63333,0.61106,0.16422,2.48958,1.38673,1.06241,0.0099406,0.0099406,0.0099406
8,637.686,2.60054,1.51506,1.09758,0.54179,0.64667,0.60348,0.16611,2.48415,1.38278,1.06799,0.0099307,0.0099307,0.0099307
9,714.86,2.58031,1.52095,1.0906,0.56751,0.49333,0.51015,0.15682,2.56599,1.57556,1.08285,0.0099208,0.0099208,0.0099208
10,792.294,2.54691,1.47652,1.0744,0.74188,0.74667,0.71232,0.22554,2.37317,1.19367,1.04388,0.0099109,0.0099109,0.0099109
11,869.419,2.52518,1.40613,1.07949,0.73424,0.75333,0.78144,0.236,2.42461,1.14073,1.06178,0.009901,0.009901,0.009901
12,946.486,2.50594,1.43602,1.0738,0.80282,0.78667,0.76075,0.21582,2.42598,1.18061,1.05482,0.0098911,0.0098911,0.0098911
13,1023.91,2.4885,1.39398,1.06785,0.62986,0.67333,0.63469,0.18556,2.52912,1.26536,1.07534,0.0098812,0.0098812,0.0098812
14,1101.26,2.44596,1.37793,1.0487,0.83015,0.78667,0.78907,0.24076,2.4091,1.11696,1.0498,0.0098713,0.0098713,0.0098713
15,1178.57,2.45572,1.37348,1.05375,0.80729,0.72613,0.72867,0.22866,2.31613,1.1969,1.03798,0.0098614,0.0098614,0.0098614
16,1255.74,2.43477,1.35693,1.05803,0.67419,0.61333,0.63122,0.20508,2.32285,1.28347,1.03363,0.0098515,0.0098515,0.0098515
17,1333.24,2.43299,1.32634,1.03723,0.83541,0.82,0.80567,0.24317,2.24108,1.1103,1.01544,0.0098416,0.0098416,0.0098416
18,1410.58,2.42546,1.33358,1.05593,0.63766,0.62,0.5447,0.17171,2.44771,1.31161,1.06557,0.0098317,0.0098317,0.0098317
19,1488.01,2.43465,1.31499,1.04579,0.74823,0.73305,0.6942,0.20986,2.41881,1.20011,1.0518,0.0098218,0.0098218,0.0098218
20,1565.33,2.41225,1.28931,1.04642,0.84322,0.82,0.79087,0.24789,2.37666,1.09762,1.04152,0.0098119,0.0098119,0.0098119
21,1642.55,2.39591,1.31654,1.04137,0.71311,0.76227,0.70662,0.20069,2.44376,1.18161,1.05027,0.009802,0.009802,0.009802
22,1720.04,2.39096,1.29297,1.03805,0.82121,0.80667,0.79977,0.23128,2.36459,1.14979,1.04595,0.0097921,0.0097921,0.0097921
23,1797.33,2.39414,1.29982,1.04677,0.70069,0.68,0.64365,0.19514,2.42704,1.28634,1.04745,0.0097822,0.0097822,0.0097822
24,1874.55,2.3613,1.28572,1.04105,0.71689,0.70667,0.69898,0.23427,2.37833,1.18716,1.04089,0.0097723,0.0097723,0.0097723
25,1951.75,2.35365,1.25484,1.03362,0.91935,0.86667,0.87907,0.28423,2.32659,1.03459,1.02085,0.0097624,0.0097624,0.0097624
26,2028.98,2.37641,1.23256,1.04032,0.82273,0.78667,0.78181,0.26068,2.33935,1.07101,1.03284,0.0097525,0.0097525,0.0097525
27,2106.24,2.36483,1.26685,1.02672,0.80273,0.78674,0.79954,0.25227,2.32913,1.13636,1.02232,0.0097426,0.0097426,0.0097426
28,2183.34,2.34598,1.23163,1.03955,0.84275,0.82179,0.82328,0.26412,2.30691,1.05104,1.02606,0.0097327,0.0097327,0.0097327
29,2260.64,2.36683,1.25071,1.03597,0.73678,0.70667,0.66693,0.21773,2.34285,1.19285,1.03181,0.0097228,0.0097228,0.0097228
30,2337.8,2.33852,1.25447,1.03191,0.67992,0.65333,0.60611,0.19124,2.43638,1.22861,1.06598,0.0097129,0.0097129,0.0097129
31,2415.17,2.3414,1.22314,1.02437,0.7171,0.70977,0.67802,0.21475,2.45126,1.13669,1.05262,0.009703,0.009703,0.009703
32,2492.4,2.30978,1.2244,1.0209,0.77464,0.75623,0.70914,0.20037,2.51704,1.21424,1.07402,0.0096931,0.0096931,0.0096931
33,2569.79,2.32734,1.225,1.02336,0.83693,0.78694,0.77759,0.23962,2.26524,1.09362,1.02208,0.0096832,0.0096832,0.0096832
34,2647.3,2.34626,1.2147,1.04532,0.81917,0.81543,0.79727,0.24677,2.33467,1.07606,1.03289,0.0096733,0.0096733,0.0096733
35,2724.62,2.32624,1.21904,1.02888,0.79993,0.76667,0.76294,0.25974,2.32132,1.09522,1.03016,0.0096634,0.0096634,0.0096634
36,2801.9,2.30841,1.22347,1.02098,0.84696,0.82,0.79205,0.26228,2.22925,1.10831,1.01272,0.0096535,0.0096535,0.0096535
37,2878.93,2.28939,1.19122,1.01502,0.84874,0.82667,0.80445,0.25876,2.34513,1.10493,1.03365,0.0096436,0.0096436,0.0096436
