epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,2956.22,2.32275,1.20179,1.02444,0.8179,0.81333,0.77327,0.24962,2.381,1.07625,1.0357,0.0096337,0.0096337,0.0096337
39,3033.75,2.34403,1.21385,1.03776,0.81417,0.81787,0.81416,0.26025,2.29209,1.08789,1.01871,0.0096238,0.0096238,0.0096238
40,3111.15,2.32328,1.22568,1.03122,0.77847,0.78,0.73971,0.24622,2.31304,1.11726,1.02571,0.0096139,0.0096139,0.0096139
41,3188.67,2.30637,1.19729,1.01869,0.88448,0.84667,0.86475,0.29133,2.28557,1.05063,1.01591,0.009604,0.009604,0.009604
42,3266.87,2.27894,1.17726,1.01906,0.72977,0.75616,0.72116,0.21556,2.3417,1.17169,1.03568,0.0095941,0.0095941,0.0095941
43,3345.06,2.31416,1.2068,1.0297,0.83596,0.79333,0.78603,0.25672,2.33089,1.0604,1.02531,0.0095842,0.0095842,0.0095842
44,3423.1,2.31277,1.19291,1.03256,0.85115,0.82667,0.81448,0.24738,2.33155,1.09287,1.02213,0.0095743,0.0095743,0.0095743
45,3501.2,2.2995,1.18529,1.02286,0.88471,0.81852,0.8411,0.27542,2.31101,1.02684,1.01965,0.0095644,0.0095644,0.0095644
46,3579.26,2.31414,1.20359,1.0255,0.87402,0.88667,0.86779,0.27772,2.26526,1.02077,1.02057,0.0095545,0.0095545,0.0095545
47,3657.41,2.26031,1.15979,1.0163,0.91647,0.87773,0.85527,0.28745,2.28608,0.98898,1.01178,0.0095446,0.0095446,0.0095446
48,3734.69,2.28702,1.19229,1.01419,0.88695,0.85333,0.86378,0.26851,2.2907,1.06545,1.01876,0.0095347,0.0095347,0.0095347
49,3812.36,2.27186,1.17841,1.01799,0.90948,0.88667,0.89036,0.28507,2.30865,1.01991,1.01922,0.0095248,0.0095248,0.0095248
50,3889.9,2.25365,1.15758,1.00732,0.78992,0.78667,0.82491,0.26048,2.31191,1.05978,1.01924,0.0095149,0.0095149,0.0095149
51,3967.14,2.26123,1.14359,1.02122,0.86612,0.81944,0.82346,0.26586,2.2597,1.07376,1.00913,0.009505,0.009505,0.009505
52,4044.77,2.26339,1.18493,1.01663,0.86139,0.84,0.85673,0.27956,2.24332,1.02179,1.00887,0.0094951,0.0094951,0.0094951
53,4122.26,2.27457,1.17057,1.00393,0.88053,0.86667,0.84851,0.29411,2.28559,0.99832,1.00923,0.0094852,0.0094852,0.0094852
54,4199.87,2.28219,1.16409,1.0116,0.83686,0.84667,0.8004,0.26381,2.29957,1.07479,1.02301,0.0094753,0.0094753,0.0094753
55,4277.29,2.28653,1.19056,1.01601,0.85529,0.80667,0.81015,0.26032,2.28405,1.07591,1.01014,0.0094654,0.0094654,0.0094654
56,4354.71,2.26156,1.16369,1.01676,0.83195,0.81333,0.79737,0.25365,2.29931,1.10917,1.01613,0.0094555,0.0094555,0.0094555
57,4432.43,2.27331,1.17918,1.01283,0.85481,0.84667,0.82428,0.2653,2.27804,1.04923,1.0192,0.0094456,0.0094456,0.0094456
58,4510.07,2.27021,1.16337,1.00907,0.90704,0.86667,0.89157,0.30775,2.24492,1.00257,1.00066,0.0094357,0.0094357,0.0094357
59,4587.77,2.26386,1.1348,1.01181,0.89092,0.87333,0.86909,0.28455,2.28676,1.02606,1.02113,0.0094258,0.0094258,0.0094258
60,4665.41,2.25639,1.1463,1.0164,0.79358,0.79452,0.76104,0.24953,2.37686,1.08805,1.04632,0.0094159,0.0094159,0.0094159
61,4743.23,2.25434,1.1532,1.00846,0.83186,0.82457,0.8124,0.2742,2.2579,1.04606,1.01462,0.009406,0.009406,0.009406
62,4820.79,2.24771,1.13534,1.02369,0.9157,0.88667,0.88742,0.31456,2.22356,0.9594,1.0001,0.0093961,0.0093961,0.0093961
63,4898.26,2.24452,1.14497,1.01147,0.87864,0.86667,0.85365,0.28094,2.28536,1.00947,1.02181,0.0093862,0.0093862,0.0093862
64,4975.85,2.247,1.13326,1.00249,0.84288,0.82255,0.80325,0.26397,2.27898,1.05822,1.01456,0.0093763,0.0093763,0.0093763
65,5053.12,2.20748,1.10913,0.99711,0.90821,0.85755,0.86048,0.29976,2.19481,1.00509,1.00153,0.0093664,0.0093664,0.0093664
66,5130.59,2.29079,1.15668,1.01932,0.85171,0.83333,0.80868,0.27369,2.25907,1.01753,1.00804,0.0093565,0.0093565,0.0093565
67,5208.16,2.2433,1.15752,1.00779,0.84318,0.82,0.81601,0.27865,2.24159,1.04542,1.01171,0.0093466,0.0093466,0.0093466
68,5285.55,2.20997,1.104,1.00132,0.89368,0.86667,0.88031,0.29238,2.24688,0.95907,1.00193,0.0093367,0.0093367,0.0093367
69,5363.11,2.24254,1.14652,1.01215,0.76542,0.78,0.76678,0.24828,2.30092,1.10692,1.02301,0.0093268,0.0093268,0.0093268
70,5440.71,2.23618,1.13523,1.00954,0.85863,0.85031,0.84756,0.27803,2.2665,1.02621,1.01538,0.0093169,0.0093169,0.0093169
71,5518.09,2.24997,1.12751,1.0089,0.82304,0.80667,0.78631,0.25476,2.25056,1.07246,1.01486,0.009307,0.009307,0.009307
72,5595.8,2.23568,1.11398,0.99735,0.85889,0.80667,0.80715,0.27244,2.27231,1.04026,1.01621,0.0092971,0.0092971,0.0092971
73,5673.42,2.23691,1.12758,0.99996,0.87021,0.86,0.8502,0.2661,2.27715,1.03689,1.01767,0.0092872,0.0092872,0.0092872
74,5750.88,2.25437,1.13453,1.01013,0.88797,0.84544,0.84393,0.27888,2.23925,1.04952,1.00596,0.0092773,0.0092773,0.0092773
75,5828.51,2.24462,1.15388,1.01632,0.80836,0.75927,0.75216,0.25504,2.27611,1.08857,1.01279,0.0092674,0.0092674,0.0092674
76,5906.14,2.23301,1.10545,1.01233,0.8396,0.80261,0.80494,0.26819,2.29075,1.03725,1.01955,0.0092575,0.0092575,0.0092575
77,5983.67,2.24441,1.13228,1.00505,0.72195,0.72703,0.73864,0.241,2.4063,1.12575,1.03954,0.0092476,0.0092476,0.0092476
78,6061.25,2.21749,1.11343,1.00881,0.79502,0.77333,0.78277,0.2554,2.33542,1.06962,1.02353,0.0092377,0.0092377,0.0092377
79,6138.86,2.20386,1.13428,0.99837,0.86496,0.83333,0.82147,0.26795,2.24582,1.02898,1.01431,0.0092278,0.0092278,0.0092278
80,6216.63,2.2146,1.12075,1.00351,0.88108,0.83966,0.8325,0.2754,2.22379,1.01786,1.00815,0.0092179,0.0092179,0.0092179
81,6294.32,2.21083,1.13721,0.99271,0.80918,0.80667,0.79821,0.26286,2.27578,1.0939,1.0154,0.009208,0.009208,0.009208
82,6372.09,2.23908,1.13935,1.00269,0.81312,0.78319,0.7729,0.25648,2.27598,1.03334,1.01379,0.0091981,0.0091981,0.0091981
83,6449.96,2.21455,1.12473,1.00295,0.8521,0.82667,0.81939,0.2675,2.2599,1.02479,1.01216,0.0091882,0.0091882,0.0091882
84,6527.67,2.21848,1.11207,1.0094,0.85124,0.82,0.79729,0.26704,2.25266,1.0229,1.0042,0.0091783,0.0091783,0.0091783
85,6605.26,2.19005,1.1122,0.99641,0.84803,0.81842,0.78253,0.2645,2.30019,1.02419,1.02028,0.0091684,0.0091684,0.0091684
86,6683.09,2.23845,1.13801,1.00943,0.85599,0.83333,0.82025,0.27535,2.27565,1.04139,1.01007,0.0091585,0.0091585,0.0091585
87,6760.74,2.23155,1.12343,1.00175,0.74139,0.7454,0.73383,0.23857,2.40811,1.16338,1.04034,0.0091486,0.0091486,0.0091486
88,6838.63,2.20307,1.10066,0.99861,0.81602,0.78667,0.77326,0.26925,2.29181,1.05056,1.01444,0.0091387,0.0091387,0.0091387
89,6916.34,2.20674,1.10735,0.99521,0.85133,0.83984,0.8153,0.27262,2.28393,1.01748,1.01998,0.0091288,0.0091288,0.0091288
90,6993.98,2.21504,1.10476,1.00927,0.81337,0.78449,0.7741,0.25794,2.31215,1.09274,1.02644,0.0091189,0.0091189,0.0091189
91,7071.74,2.20557,1.10523,1.0009,0.85659,0.82,0.8088,0.26828,2.28723,1.02723,1.01012,0.009109,0.009109,0.009109
92,7149.4,2.19821,1.12977,0.99818,0.82508,0.80667,0.80128,0.26412,2.24607,1.07124,1.00239,0.0090991,0.0090991,0.0090991
