Hit,"Position (x, y) in cm",Timestamp (s)
1,"(62.24, 111.64)","(5.942857142857143, 5)"
1,"(59.06, 104.67)","(9.085714285714284, 5)"
1,"(58.7, 103.97)","(11.185714285714283, 5)"
1,"(57.93, 110.74)","(13.414285714285716, 5)"
1,"(57.8, 111.17)","(14.77142857142857, 5)"
1,"(58.56, 108.47)","(16.628571428571426, 5)"
1,"(56.54, 104.66)","(18.057142857142857, 5)"
1,"(59.17, 108.04)","(23.77142857142857, 5)"
1,"(60.21, 108.51)","(25.82857142857143, 5)"
1,"(63.54, 102.96)","(27.7, 5)"
1,"(58.54, 106.46)","(29.71428571428571, 5)"
1,"(61.64, 106.93)","(31.77142857142857, 5)"
