Hit,"Position (x, y) in cm",Timestamp (s)
1,"(39.61, 61.74)","(10.5, 5)"
1,"(41.33, 60.23)","(16.17142857142857, 5)"
1,"(38.34, 61.38)","(21.714285714285715, 5)"
1,"(37.8, 61.26)","(26.628571428571423, 5)"
1,"(39.93, 61.07)","(31.02857142857143, 5)"
1,"(42.38, 58.72)","(36.67142857142857, 5)"
1,"(35.06, 61.72)","(41.2, 5)"
1,"(35.39, 61.38)","(46.07142857142857, 5)"
1,"(41.54, 59.08)","(50.41428571428571, 5)"
1,"(39.11, 59.07)","(55.01428571428571, 5)"
1,"(39.27, 59.15)","(59.32857142857143, 5)"
1,"(40.64, 58.96)","(66.7, 5)"
1,"(42.46, 58.8)","(71.18571428571428, 5)"
1,"(39.81, 60.69)","(76.97142857142858, 5)"
1,"(38.73, 61.42)","(81.84285714285714, 5)"
1,"(39.88, 59.16)","(87.57142857142857, 5)"
1,"(42.58, 59.67)","(92.44285714285714, 5)"
1,"(35.45, 61.2)","(97.0142857142857, 5)"
1,"(38.48, 59.74)","(106.47142857142858, 5)"
1,"(37.99, 61.28)","(110.61428571428571, 5)"
1,"(39.36, 61.42)","(115.64285714285714, 5)"
1,"(37.3, 60.37)","(119.97142857142856, 5)"
1,"(38.66, 61.36)","(123.8, 5)"
1,"(39.28, 61.12)","(129.1, 5)"
1,"(40.25, 61.32)","(133.5857142857143, 5)"
1,"(40.02, 59.8)","(139.27142857142857, 5)"
1,"(39.57, 61.55)","(144.0285714285714, 5)"
1,"(39.78, 61.37)","(151.75714285714284, 5)"
1,"(39.85, 61.75)","(156.27142857142857, 5)"
1,"(39.32, 61.15)","(160.95714285714286, 5)"
1,"(41.21, 59.04)","(165.25714285714284, 5)"
1,"(40.25, 58.88)","(169.22857142857143, 5)"
1,"(42.82, 58.67)","(175.2, 5)"
1,"(43.03, 58.94)","(179.4, 5)"
1,"(39.92, 59.8)","(184.5857142857143, 5)"
