Hit,"Position (x, y) in cm",Timestamp (s)
1,"(53.29, 66.29)","(2.1714285714285717, 5)"
1,"(53.79, 66.64)","(3.8857142857142857, 5)"
1,"(56.94, 65.01)","(5.585714285714285, 5)"
1,"(55.3, 67.75)","(7.399999999999999, 5)"
1,"(57.6, 65.56)","(9.185714285714283, 5)"
1,"(55.95, 68.7)","(11.242857142857142, 5)"
1,"(57.75, 67.33)","(13.642857142857142, 5)"
1,"(56.06, 63.5)","(15.557142857142855, 5)"
1,"(53.17, 67.04)","(17.314285714285713, 5)"
1,"(54.52, 68.54)","(19.02857142857143, 5)"
1,"(59.48, 70.36)","(21.185714285714283, 5)"
1,"(56.94, 63.58)","(22.97142857142857, 5)"
1,"(56.11, 64.75)","(24.957142857142856, 5)"
1,"(59.09, 62.48)","(26.77142857142857, 5)"
1,"(56.28, 61.63)","(29.114285714285717, 5)"
