Hit,"Position (x, y) in cm",Timestamp (s)
1,"(98.4, 20.84)","(11.142857142857142, 5)"
1,"(98.95, 20.67)","(17.5, 5)"
1,"(98.97, 21.21)","(23.914285714285715, 5)"
1,"(97.45, 21.99)","(37.02857142857143, 5)"
1,"(98.66, 21.66)","(43.12857142857143, 5)"
1,"(99.16, 21.25)","(49.285714285714285, 5)"
1,"(99.67, 21.71)","(57.22857142857143, 5)"
1,"(100.06, 22.14)","(62.6, 5)"
1,"(99.24, 21.25)","(71.57142857142857, 5)"
1,"(98.56, 21.39)","(76.8, 5)"
1,"(98.89, 21.68)","(81.7, 5)"
1,"(99.32, 21.29)","(86.74285714285713, 5)"
1,"(100.57, 21.91)","(91.72857142857144, 5)"
1,"(99.75, 21.76)","(100.11428571428571, 5)"
1,"(98.21, 21.39)","(104.75714285714284, 5)"
1,"(98.93, 21.2)","(109.97142857142858, 5)"
1,"(99.65, 21.0)","(115.04285714285714, 5)"
1,"(99.42, 22.16)","(123.48571428571428, 5)"
1,"(99.67, 21.76)","(128.31428571428572, 5)"
1,"(99.59, 20.64)","(133.0142857142857, 5)"
1,"(98.95, 21.17)","(138.15714285714284, 5)"
1,"(99.16, 22.32)","(146.55714285714285, 5)"
1,"(99.57, 21.51)","(151.05714285714285, 5)"
1,"(100.98, 21.84)","(155.79999999999998, 5)"
1,"(100.51, 21.56)","(160.78571428571428, 5)"
1,"(98.64, 20.64)","(165.85714285714286, 5)"
1,"(100.12, 22.25)","(172.24285714285713, 5)"
1,"(98.97, 20.93)","(177.5285714285714, 5)"
1,"(99.67, 21.68)","(182.15714285714284, 5)"
1,"(99.95, 20.98)","(187.8142857142857, 5)"
1,"(101.88, 21.89)","(192.22857142857143, 5)"
1,"(99.61, 22.0)","(199.62857142857143, 5)"
1,"(98.91, 20.88)","(203.95714285714288, 5)"
