Hit,"Position (x, y) in cm",Timestamp (s)
1,"(97.21, 67.06)","(2.8714285714285714, 5)"
1,"(99.32, 64.91)","(4.957142857142857, 5)"
1,"(99.4, 66.22)","(6.657142857142857, 5)"
1,"(94.71, 66.42)","(8.614285714285714, 5)"
1,"(99.24, 61.75)","(10.17142857142857, 5)"
1,"(94.46, 71.17)","(12.442857142857145, 5)"
1,"(99.98, 63.16)","(14.214285714285714, 5)"
1,"(99.42, 67.64)","(16.228571428571428, 5)"
1,"(95.59, 63.44)","(18.07142857142857, 5)"
1,"(98.27, 65.15)","(19.757142857142856, 5)"
1,"(88.89, 65.56)","(21.442857142857143, 5)"
1,"(95.96, 65.97)","(23.02857142857143, 5)"
1,"(96.05, 64.68)","(25.628571428571423, 5)"
1,"(98.19, 65.94)","(27.285714285714285, 5)"
1,"(99.32, 64.71)","(28.9, 5)"
