Hit,"Position (x, y) in cm",Timestamp (s)
1,"(160.68, 104.25)","(9.942857142857145, 5)"
1,"(160.09, 104.19)","(16.04285714285714, 5)"
1,"(159.49, 103.21)","(21.357142857142858, 5)"
1,"(158.17, 102.96)","(26.65714285714285, 5)"
1,"(157.89, 102.02)","(33.34285714285714, 5)"
1,"(160.14, 103.93)","(39.22857142857143, 5)"
1,"(158.93, 104.56)","(49.3, 5)"
1,"(161.23, 103.6)","(54.457142857142856, 5)"
1,"(156.82, 100.46)","(59.47142857142857, 5)"
1,"(159.03, 102.12)","(66.89999999999999, 5)"
1,"(161.21, 102.44)","(77.22857142857143, 5)"
1,"(160.17, 103.22)","(82.75714285714285, 5)"
1,"(159.98, 103.5)","(88.37142857142857, 5)"
1,"(159.72, 103.67)","(93.4, 5)"
1,"(160.02, 103.99)","(98.9, 5)"
1,"(162.1, 103.64)","(104.28571428571428, 5)"
1,"(161.11, 102.56)","(109.27142857142856, 5)"
1,"(162.37, 102.08)","(114.02857142857142, 5)"
1,"(157.62, 100.46)","(119.08571428571427, 5)"
1,"(161.6, 103.11)","(126.68571428571428, 5)"
1,"(160.83, 103.14)","(131.79999999999998, 5)"
1,"(160.47, 103.21)","(136.38571428571427, 5)"
1,"(161.84, 103.44)","(141.7, 5)"
1,"(163.11, 104.05)","(146.5285714285714, 5)"
1,"(159.67, 103.98)","(155.22857142857143, 5)"
1,"(163.01, 104.33)","(159.7, 5)"
1,"(161.9, 103.57)","(166.21428571428572, 5)"
1,"(159.34, 103.5)","(170.85714285714286, 5)"
1,"(161.32, 102.64)","(175.68571428571428, 5)"
1,"(161.02, 103.31)","(180.05714285714285, 5)"
1,"(159.3, 102.24)","(185.3, 5)"
