Hit,"Position (x, y) in cm",Timestamp (s)
1,"(19.28, 3.86)","(1.914285714285714, 5)"
1,"(187.33, 20.25)","(5.157142857142857, 5)"
1,"(186.66, 21.91)","(6.271428571428571, 5)"
1,"(186.44, 22.04)","(7.957142857142857, 5)"
1,"(188.19, 16.89)","(11.328571428571427, 5)"
1,"(68.13, 22.04)","(11.828571428571427, 5)"
1,"(80.74, 4.06)","(12.128571428571428, 5)"
1,"(193.27, 22.02)","(17.099999999999998, 5)"
1,"(187.32, 22.02)","(25.5, 5)"
1,"(81.87, 4.04)","(26.314285714285717, 5)"
1,"(186.56, 19.71)","(27.5, 5)"
1,"(90.54, 16.57)","(27.942857142857143, 5)"
1,"(81.31, 4.16)","(31.74285714285714, 5)"
1,"(80.29, 4.03)","(31.87142857142857, 5)"
1,"(187.03, 23.24)","(33.55714285714286, 5)"
1,"(192.82, 16.8)","(36.05714285714286, 5)"
