Hit,"Position (x, y) in cm",Timestamp (s)
1,"(163.46, 60.64)","(6.271428571428571, 5)"
1,"(163.27, 61.89)","(11.871428571428572, 5)"
1,"(160.91, 60.45)","(18.242857142857144, 5)"
1,"(163.36, 62.05)","(24.02857142857143, 5)"
1,"(162.25, 61.81)","(29.8, 5)"
1,"(167.74, 61.63)","(46.114285714285714, 5)"
1,"(167.33, 62.46)","(56.62857142857143, 5)"
1,"(163.09, 61.13)","(60.94285714285714, 5)"
1,"(162.46, 62.21)","(65.5142857142857, 5)"
1,"(162.89, 61.86)","(69.75714285714285, 5)"
1,"(162.86, 62.4)","(76.21428571428571, 5)"
1,"(162.56, 61.95)","(82.94285714285714, 5)"
1,"(162.33, 61.56)","(98.8, 5)"
1,"(163.3, 61.75)","(108.27142857142856, 5)"
1,"(162.72, 61.55)","(122.41428571428573, 5)"
1,"(162.33, 61.43)","(127.0142857142857, 5)"
1,"(162.5, 61.41)","(131.6, 5)"
1,"(164.2, 61.71)","(141.42857142857142, 5)"
1,"(164.67, 61.78)","(145.62857142857143, 5)"
1,"(164.83, 61.31)","(149.9, 5)"
1,"(163.58, 62.24)","(156.07142857142856, 5)"
1,"(163.38, 61.83)","(162.45714285714286, 5)"
1,"(162.76, 61.76)","(185.78571428571428, 5)"
